J2000_NAME,B1950_NAME,PC_J2000,PC_B1950,RA_J2000,DEC_J2000,POS_REF,ALT_NAME,BAND,A,B,C,D,FLUX_JY,UVMIN_kL,UVMAX_kL
0426+579,0422+578,T,T,04h26m53.0900s,"57d55'09.400""",Feb00,None,6cm,C,X,X,X,0.3,3,None
0426+234,0423+233,A,A,04h26m55.734784s,"23d27'39.633690""",Aug01,None,0.7cm,Q,W,W,W,0.19,None,None
0427+415,0424+414,A,A,04h27m46.045552s,"41d33'01.099640""",Aug01,None,2cm,U,S,S,S,0.5,None,None
0427+415,0424+414,A,A,04h27m46.045552s,"41d33'01.099640""",Aug01,None,0.7cm,Q,W,W,W,0.1,None,None
0427+049,0425+048,A,A,04h27m47.570514s,"04d57'08.325980""",Aug01,None,20cm,L,X,X,X,0.55,None,None
0427+049,0425+048,A,A,04h27m47.570514s,"04d57'08.325980""",Aug01,None,6cm,C,S,S,X,0.45,50,None
0427+049,0425+048,A,A,04h27m47.570514s,"04d57'08.325980""",Aug01,None,3.7cm,X,S,S,S,0.42,50,None
0427+049,0425+048,A,A,04h27m47.570514s,"04d57'08.325980""",Aug01,None,2cm,U,W,W,W,0.40,None,None
0427+049,0425+048,A,A,04h27m47.570514s,"04d57'08.325980""",Aug01,None,0.7cm,Q,W,W,W,0.4,None,None
0428+329,0424+328,A,A,04h28m05.808723s,"32d59'52.043850""",Aug01,None,2cm,U,W,W,W,0.4,None,None
0428+329,0424+328,A,A,04h28m05.808723s,"32d59'52.043850""",Aug01,None,0.7cm,Q,W,W,W,0.1,None,None
0428-379,0426-380,A,A,04h28m40.424306s,"-37d56'19.580310""",Aug01,None,20cm,L,X,X,X,0.60,None,None
0428-379,0426-380,A,A,04h28m40.424306s,"-37d56'19.580310""",Aug01,None,6cm,C,S,S,X,0.62,20,None
0428-379,0426-380,A,A,04h28m40.424306s,"-37d56'19.580310""",Aug01,None,3.7cm,X,P,P,P,1.95,None,None
0428-379,0426-380,A,A,04h28m40.424306s,"-37d56'19.580310""",Aug01,None,2cm,U,P,P,P,1.30,None,None
0428-379,0426-380,A,A,04h28m40.424306s,"-37d56'19.580310""",Aug01,None,0.7cm,Q,S,S,S,0.83,None,None
0429+671,0424+670,B,B,04h29m06.0217s,"67d10'16.561""",None,None,20cm,L,S,S,S,0.65,5,None
0429+671,0424+670,B,B,04h29m06.0217s,"67d10'16.561""",None,None,3.7cm,X,X,S,S,0.22,None,None
0429+671,0424+670,B,B,04h29m06.0217s,"67d10'16.561""",None,None,0.7cm,Q,X,X,X,0.05,None,None
0429-344,0427-345,T,T,04h29m47.2210s,"-34d26'41.760""",None,None,20cm,L,X,S,S,0.52,30,None
0429-344,0427-345,T,T,04h29m47.2210s,"-34d26'41.760""",None,None,6cm,C,X,X,X,0.10,None,None
0429-344,0427-345,T,T,04h29m47.2210s,"-34d26'41.760""",None,None,3.7cm,X,X,X,X,0.06,None,None
0429+274,0426+273,B,B,04h29m52.9631s,"27d24'37.861""",Dec01,JVAS,0.7cm,Q,W,W,W,0.17,None,None
0431+206,0428+205,B,B,04h31m03.7620s,"20d37'34.250""",Dec00,None,20cm,L,P,P,P,3.85,100,None
0431+206,0428+205,B,B,04h31m03.7620s,"20d37'34.250""",Dec00,None,6cm,C,X,S,P,2.35,100,None
0431+206,0428+205,B,B,04h31m03.7620s,"20d37'34.250""",Dec00,None,3.7cm,X,X,X,S,1.66,100,None
0431+206,0428+205,B,B,04h31m03.7620s,"20d37'34.250""",Dec00,None,2cm,U,X,X,S,1.10,100,None
0431+206,0428+205,B,B,04h31m03.7620s,"20d37'34.250""",Dec00,None,0.7cm,Q,W,W,W,0.3,None,None
0431+175,0429+174,A,A,04h31m57.379243s,"17d31'35.775410""",Aug01,None,0.7cm,Q,W,W,W,0.34,None,None
0432+315,0428+314,B,B,04h32m06.4442s,"31d31'13.300""",Dec01,JVAS,0.7cm,Q,W,W,W,0.10,None,None
0432+416,0429+415,A,A,04h32m36.502609s,"41d38'28.448550""",Aug01,3C119,90cm,P,S,S,S,18,None,None
0432+416,0429+415,A,A,04h32m36.502609s,"41d38'28.448550""",Aug01,3C119,20cm,L,P,P,P,8.60,None,None
0432+416,0429+415,A,A,04h32m36.502609s,"41d38'28.448550""",Aug01,3C119,6cm,C,X,S,P,3.70,200,None
0432+416,0429+415,A,A,04h32m36.502609s,"41d38'28.448550""",Aug01,3C119,3.7cm,X,X,S,P,2.60,200,None
0432+416,0429+415,A,A,04h32m36.502609s,"41d38'28.448550""",Aug01,3C119,2cm,U,X,X,S,1.60,200,None
0432+416,0429+415,A,A,04h32m36.502609s,"41d38'28.448550""",Aug01,3C119,0.7cm,Q,W,W,W,0.6,None,None
0433+053,0430+052,A,A,04h33m11.095535s,"05d21'15.619420""",Aug01,3C120,20cm,L,X,X,X,3.40,None,None
0433+053,0430+052,A,A,04h33m11.095535s,"05d21'15.619420""",Aug01,3C120,6cm,C,S,S,S,3.60,None,None
0433+053,0430+052,A,A,04h33m11.095535s,"05d21'15.619420""",Aug01,3C120,3.7cm,X,X,S,S,3.30,200,None
0433+053,0430+052,A,A,04h33m11.095535s,"05d21'15.619420""",Aug01,3C120,2cm,U,S,S,S,3.10,None,None
0433+053,0430+052,A,A,04h33m11.095535s,"05d21'15.619420""",Aug01,3C120,0.7cm,Q,S,S,S,2.5,None,None
0433+290,0430+289,B,B,04h33m37.8329s,"29d05'55.460""",Dec01,JVAS,0.7cm,Q,W,W,W,0.25,None,None
0437-187,0434-188,B,B,04h37m01.482736s,"-18d44'48.613410""",Aug01,None,20cm,L,S,X,X,0.75,30,None
0437-187,0434-188,B,B,04h37m01.482736s,"-18d44'48.613410""",Aug01,None,6cm,C,P,P,P,0.97,None,None
0437-187,0434-188,B,B,04h37m01.482736s,"-18d44'48.613410""",Aug01,None,3.7cm,X,P,P,P,0.98,None,None
0437-187,0434-188,B,B,04h37m01.482736s,"-18d44'48.613410""",Aug01,None,2cm,U,S,S,S,0.70,None,None
0437-187,0434-188,B,B,04h37m01.482736s,"-18d44'48.613410""",Aug01,None,0.7cm,Q,W,W,W,0.2,None,None
0437+296,0433+295,B,B,04h37m04.3750s,"29d40'13.820""",Dec00,3C123,90cm,P,X,X,X,130,1,None
0438+300,0434+299,B,B,04h38m04.9516s,"30d04'45.489""",Dec01,JVAS,0.7cm,Q,W,W,W,0.38,None,None
0438+488,0435+487,C,C,04h38m59.1078s,"48d48'46.582""",None,None,20cm,L,P,P,S,1.37,None,None
0438+488,0435+487,C,C,04h38m59.1078s,"48d48'46.582""",None,None,6cm,C,S,S,S,0.54,200,None
0438+488,0435+487,C,C,04h38m59.1078s,"48d48'46.582""",None,None,3.7cm,X,X,S,S,0.34,300,None
0439-453,0437-454,A,A,04h39m00.854714s,"-45d22'22.562600""",Aug01,None,20cm,L,S,S,X,0.49,20,None
0439-453,0437-454,A,A,04h39m00.854714s,"-45d22'22.562600""",Aug01,None,3.7cm,X,P,P,P,1.0,None,None
0439+307,0436+306,B,B,04h39m17.7779s,"30d45'07.506""",Dec01,JVAS,0.7cm,Q,W,W,W,0.23,None,None
0440+427,0436+426,B,B,04h40m07.8720s,"42d44'40.251""",Jun02,JVAS,0.7cm,Q,W,W,W,0.15,None,None
0440-435,0438-436,A,A,04h40m17.179992s,"-43d33'08.604060""",Aug01,None,20cm,L,S,S,S,5.0,None,None
0440-435,0438-436,A,A,04h40m17.179992s,"-43d33'08.604060""",Aug01,None,6cm,C,P,P,S,3.1,None,None
0440-435,0438-436,A,A,04h40m17.179992s,"-43d33'08.604060""",Aug01,None,3.7cm,X,S,S,S,3.0,None,None
0440-435,0438-436,A,A,04h40m17.179992s,"-43d33'08.604060""",Aug01,None,2cm,U,S,S,S,2.0,None,None
0440-435,0438-436,A,A,04h40m17.179992s,"-43d33'08.604060""",Aug01,None,0.7cm,Q,S,S,S,2.0,None,None
0440+146,0437+145,B,B,04h40m21.1404s,"14d37'56.952""",Feb02,JVAS,0.7cm,Q,W,W,W,0.30,None,None
0440+274,0437+273,B,B,04h40m27.7415s,"27d28'40.666""",Dec01,JVAS,0.7cm,Q,W,W,W,0.12,None,None
0441-336,0439-337,C,C,04h41m33.7754s,"-33d40'03.721""",None,None,20cm,L,S,S,X,1.20,15,None
0441-336,0439-337,C,C,04h41m33.7754s,"-33d40'03.721""",None,None,6cm,C,S,S,S,0.69,None,None
0441-336,0439-337,C,C,04h41m33.7754s,"-33d40'03.721""",None,None,3.7cm,X,S,S,S,0.50,None,None
0441-336,0439-337,C,C,04h41m33.7754s,"-33d40'03.721""",None,None,2cm,U,X,X,X,0.25,None,None
0441-336,0439-337,C,C,04h41m33.7754s,"-33d40'03.721""",None,None,0.7cm,Q,X,X,X,0.0,None,None
0442-002,0440-003,A,A,04h42m38.660762s,"-00d17'43.419100""",Aug01,None,20cm,L,X,X,S,2.00,15,None
0442-002,0440-003,A,A,04h42m38.660762s,"-00d17'43.419100""",Aug01,None,6cm,C,P,S,S,1.17,200,None
0442-002,0440-003,A,A,04h42m38.660762s,"-00d17'43.419100""",Aug01,None,3.7cm,X,P,S,S,0.86,200,None
0442-002,0440-003,A,A,04h42m38.660762s,"-00d17'43.419100""",Aug01,None,2cm,U,S,S,S,1.1,None,None
0442-002,0440-003,A,A,04h42m38.660762s,"-00d17'43.419100""",Aug01,None,0.7cm,Q,S,S,S,1.0,None,None
0443+346,0440+345,A,A,04h43m31.635199s,"34d41'06.664090""",Aug01,None,20cm,L,S,S,S,0.7,6,None
0443+346,0440+345,A,A,04h43m31.635199s,"34d41'06.664090""",Aug01,None,6cm,C,S,S,S,0.93,None,None
0443+346,0440+345,A,A,04h43m31.635199s,"34d41'06.664090""",Aug01,None,3.7cm,X,S,S,S,0.74,None,None
0443+346,0440+345,A,A,04h43m31.635199s,"34d41'06.664090""",Aug01,None,2cm,U,S,S,S,0.50,None,None
0443+346,0440+345,A,A,04h43m31.635199s,"34d41'06.664090""",Aug01,None,0.7cm,Q,W,W,W,0.2,None,None
0444+107,0441+106,B,B,04h44m12.466072s,"10d42'47.264310""",Aug01,None,0.7cm,Q,W,W,W,0.10,None,None
0445+072,0442+071,B,B,04h45m01.428730s,"07d15'53.914030""",Aug01,None,0.7cm,Q,W,W,W,0.15,None,None
0446+390,0442+389,B,B,04h46m11.4934s,"39d00'17.106""",Jun02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
0447-220,0445-221,C,C,04h47m37.2822s,"-22d03'36.8051""",Jan97,None,90cm,P,X,S,S,5,1,None
0447-220,0445-221,C,C,04h47m37.2822s,"-22d03'36.8051""",Jan97,None,20cm,L,P,P,P,1.9,None,None
0447-220,0445-221,C,C,04h47m37.2822s,"-22d03'36.8051""",Jan97,None,6cm,C,S,S,S,0.75,400,None
0447-220,0445-221,C,C,04h47m37.2822s,"-22d03'36.8051""",Jan97,None,3.7cm,X,S,S,S,0.26,400,None
0448+364,0445+364,B,B,04h48m35.1608s,"36d29'31.421""",Jun02,JVAS,0.7cm,Q,W,W,W,0.10,None,None
0448+114,0446+113,B,B,04h48m50.4131s,"11d27'54.391""",Feb02,JVAS,0.7cm,Q,W,W,W,0.19,None,None
0449+113,0446+112,A,A,04h49m07.671119s,"11d21'28.596620""",Aug01,None,20cm,L,S,X,X,0.80,40,None
0449+113,0446+112,A,A,04h49m07.671119s,"11d21'28.596620""",Aug01,None,6cm,C,S,S,S,0.96,None,None
0449+113,0446+112,A,A,04h49m07.671119s,"11d21'28.596620""",Aug01,None,3.7cm,X,P,P,P,1.08,None,None
0449+113,0446+112,A,A,04h49m07.671119s,"11d21'28.596620""",Aug01,None,2cm,U,P,P,P,1.1,None,None
0449+113,0446+112,A,A,04h49m07.671119s,"11d21'28.596620""",Aug01,None,0.7cm,Q,S,S,S,0.9,None,None
0449+635,0444+634,A,A,04h49m23.310586s,"63d32'09.434490""",Aug01,CJ2,20cm,L,S,S,S,0.30,6,None
0449+635,0444+634,A,A,04h49m23.310586s,"63d32'09.434490""",Aug01,CJ2,6cm,C,S,S,S,0.40,None,None
0449+635,0444+634,A,A,04h49m23.310586s,"63d32'09.434490""",Aug01,CJ2,3.7cm,X,S,S,S,0.47,None,None
0449+635,0444+634,A,A,04h49m23.310586s,"63d32'09.434490""",Aug01,CJ2,2cm,U,S,S,S,1.0,None,None
0449+635,0444+634,A,A,04h49m23.310586s,"63d32'09.434490""",Aug01,CJ2,0.7cm,Q,S,S,S,0.8,None,None
0449-391,0448-392,C,C,04h49m42.2594s,"-39d11'09.056""",None,None,20cm,L,S,X,X,0.56,60,None
0449-391,0448-392,C,C,04h49m42.2594s,"-39d11'09.056""",None,None,6cm,C,P,P,S,0.74,None,None
0449-391,0448-392,C,C,04h49m42.2594s,"-39d11'09.056""",None,None,3.7cm,X,P,P,P,0.52,None,None
0449-391,0448-392,C,C,04h49m42.2594s,"-39d11'09.056""",None,None,2cm,U,P,P,P,1.00,None,None
0449-391,0448-392,C,C,04h49m42.2594s,"-39d11'09.056""",None,None,0.7cm,Q,W,W,W,0.2,None,None
0450+409,0447+408,B,B,04h50m43.6791s,"40d56'13.973""",None,GVAR,6cm,C,S,S,?,0.33,None,None
0450+409,0447+408,B,B,04h50m43.6791s,"40d56'13.973""",None,GVAR,4cm,X,S,S,S,0.27,None,None
0450+409,0447+408,B,B,04h50m43.6791s,"40d56'13.973""",None,GVAR,1.3cm,K,W,W,W,0.30,None,None
0450+409,0447+408,B,B,04h50m43.6791s,"40d56'13.973""",None,GVAR,0.7cm,Q,W,W,W,0.13,None,None
0453+014,0450+013,B,B,04h53m02.2386s,"01d28'35.625""",Nov01,JVAS,0.7cm,Q,W,W,W,0.12,None,None
0453-281,0451-282,A,A,04h53m14.646807s,"-28d07'37.327600""",Aug01,None,20cm,L,P,S,S,2.35,None,None
0453-281,0451-282,A,A,04h53m14.646807s,"-28d07'37.327600""",Aug01,None,6cm,C,P,P,P,1.05,None,None
0453-281,0451-282,A,A,04h53m14.646807s,"-28d07'37.327600""",Aug01,None,3.7cm,X,P,P,P,1.6,None,None
0453-281,0451-282,A,A,04h53m14.646807s,"-28d07'37.327600""",Aug01,None,2cm,U,P,P,P,1.1,None,None
0453-281,0451-282,A,A,04h53m14.646807s,"-28d07'37.327600""",Aug01,None,0.7cm,Q,S,S,S,0.9,None,None
0455-205,0453-206,T,T,04h55m23.6635s,"-20d34'14.511""",None,None,90cm,P,X,X,S,12,0.7,2
0455-205,0453-206,T,T,04h55m23.6635s,"-20d34'14.511""",None,None,20cm,L,X,X,X,4.50,2,None
0455-462,0454-463,B,B,04h55m50.772498s,"-46d15'58.682330""",Aug01,None,20cm,L,X,X,S,2.45,6,None
0456+040,0454+039,A,A,04h56m47.174725s,"04d00'52.947300""",Aug01,None,0.7cm,Q,W,W,W,0.20,None,None
0457-234,0454-234,A,A,04h57m03.179230s,"-23d24'52.020050""",Aug01,None,20cm,L,P,S,X,1.40,25,None
0457-234,0454-234,A,A,04h57m03.179230s,"-23d24'52.020050""",Aug01,None,6cm,C,P,P,P,1.50,None,None
0457-234,0454-234,A,A,04h57m03.179230s,"-23d24'52.020050""",Aug01,None,3.7cm,X,P,P,P,1.85,None,None
0457-234,0454-234,A,A,04h57m03.179230s,"-23d24'52.020050""",Aug01,None,2cm,U,P,P,P,1.50,None,None
0457-234,0454-234,A,A,04h57m03.179230s,"-23d24'52.020050""",Aug01,None,0.7cm,Q,S,S,S,1.7,None,None
0457+067,0454+066,A,A,04h57m07.709927s,"06d45'07.260640""",Aug01,None,20cm,L,S,S,X,0.45,15,None
0457+067,0454+066,A,A,04h57m07.709927s,"06d45'07.260640""",Aug01,None,6cm,C,S,S,S,0.60,15,None
0457+067,0454+066,A,A,04h57m07.709927s,"06d45'07.260640""",Aug01,None,3.7cm,X,S,S,S,0.43,None,None
0457+067,0454+066,A,A,04h57m07.709927s,"06d45'07.260640""",Aug01,None,2cm,U,S,S,S,0.40,None,None
0457+067,0454+066,A,A,04h57m07.709927s,"06d45'07.260640""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
0458+551,0454+550,B,B,04h58m54.8417s,"55d08'42.042""",Feb02,JVAS,0.7cm,Q,W,W,W,0.21,None,None
0459+024,0457+024,A,A,04h59m52.050664s,"02d29'31.176310""",Aug01,None,20cm,L,P,P,P,1.80,None,None
0459+024,0457+024,A,A,04h59m52.050664s,"02d29'31.176310""",Aug01,None,6cm,C,P,P,P,1.19,None,None
0459+024,0457+024,A,A,04h59m52.050664s,"02d29'31.176310""",Aug01,None,3.7cm,X,P,P,P,1.28,None,None
0459+024,0457+024,A,A,04h59m52.050664s,"02d29'31.176310""",Aug01,None,2cm,U,S,S,S,0.60,None,None
0459+024,0457+024,A,A,04h59m52.050664s,"02d29'31.176310""",Aug01,None,0.7cm,Q,W,W,W,0.2,None,None
0501-019,0458-020,A,A,05h01m12.809888s,"-01d59'14.256200""",Aug01,None,20cm,L,X,X,X,1.68,None,None
0501-019,0458-020,A,A,05h01m12.809888s,"-01d59'14.256200""",Aug01,None,6cm,C,S,S,S,2.15,None,None
0501-019,0458-020,A,A,05h01m12.809888s,"-01d59'14.256200""",Aug01,None,3.7cm,X,P,P,P,3.70,None,None
0501-019,0458-020,A,A,05h01m12.809888s,"-01d59'14.256200""",Aug01,None,2cm,U,P,P,P,3.10,None,None
0501-019,0458-020,A,A,05h01m12.809888s,"-01d59'14.256200""",Aug01,None,0.7cm,Q,S,S,S,3.0,None,None
0501+139,0458+138,A,A,05h01m45.270840s,"13d56'07.220630""",Aug01,None,20cm,L,W,W,W,0.30,6,None
0501+139,0458+138,A,A,05h01m45.270840s,"13d56'07.220630""",Aug01,None,6cm,C,S,S,S,0.43,None,None
0501+139,0458+138,A,A,05h01m45.270840s,"13d56'07.220630""",Aug01,None,3.7cm,X,S,S,S,0.41,None,None
0501+139,0458+138,A,A,05h01m45.270840s,"13d56'07.220630""",Aug01,None,2cm,U,W,W,W,0.38,None,None
0501+139,0458+138,A,A,05h01m45.270840s,"13d56'07.220630""",Aug01,None,0.7cm,Q,W,W,W,0.2,None,None
0502+061,0459+060,A,A,05h02m15.445934s,"06d09'07.494300""",Aug01,None,20cm,L,S,X,X,0.79,20,None
0502+061,0459+060,A,A,05h02m15.445934s,"06d09'07.494300""",Aug01,None,6cm,C,S,S,S,0.86,None,None
0502+061,0459+060,A,A,05h02m15.445934s,"06d09'07.494300""",Aug01,None,3.7cm,X,S,S,S,0.72,None,None
0502+061,0459+060,A,A,05h02m15.445934s,"06d09'07.494300""",Aug01,None,2cm,U,S,S,S,0.62,None,None
0502+061,0459+060,A,A,05h02m15.445934s,"06d09'07.494300""",Aug01,None,0.7cm,Q,S,S,S,0.8,None,None
0502+136,0459+135,A,A,05h02m33.219510s,"13d38'10.958700""",Aug01,None,20cm,L,S,S,X,0.50,20,None
0502+136,0459+135,A,A,05h02m33.219510s,"13d38'10.958700""",Aug01,None,6cm,C,S,S,S,0.54,None,None
0502+136,0459+135,A,A,05h02m33.219510s,"13d38'10.958700""",Aug01,None,3.7cm,X,S,S,S,0.42,None,None
0502+136,0459+135,A,A,05h02m33.219510s,"13d38'10.958700""",Aug01,None,2cm,U,X,X,X,0.10,None,None
0502+136,0459+135,A,A,05h02m33.219510s,"13d38'10.958700""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
0502+416,0459+415,B,B,05h02m37.9877s,"41d39'19.337""",None,GVAR,6cm,C,S,S,?,0.72,None,None
0502+416,0459+415,B,B,05h02m37.9877s,"41d39'19.337""",None,GVAR,4cm,X,S,S,?,0.80,None,None
0502+416,0459+415,B,B,05h02m37.9877s,"41d39'19.337""",None,GVAR,1.3cm,K,S,S,S,0.7,None,None
0502+416,0459+415,B,B,05h02m37.9877s,"41d39'19.337""",None,GVAR,0.7cm,Q,W,W,W,0.6,None,None
0502+252,0459+252,T,T,05h02m58.5826s,"25d16'24.242""",None,3C133,90cm,P,X,X,S,18,2,None
0502+252,0459+252,T,T,05h02m58.5826s,"25d16'24.242""",None,3C133,20cm,L,X,X,X,5.4,2,None
0503+020,0500+019,A,A,05h03m21.197177s,"02d03'04.676380""",Aug01,None,20cm,L,P,P,P,2.40,None,None
0503+020,0500+019,A,A,05h03m21.197177s,"02d03'04.676380""",Aug01,None,6cm,C,P,P,P,1.95,None,None
0503+020,0500+019,A,A,05h03m21.197177s,"02d03'04.676380""",Aug01,None,3.7cm,X,P,P,P,1.53,None,None
0503+020,0500+019,A,A,05h03m21.197177s,"02d03'04.676380""",Aug01,None,2cm,U,P,P,P,1.10,None,None
0503+020,0500+019,A,A,05h03m21.197177s,"02d03'04.676380""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
0503+444,0500+443,C,C,05h03m50.2143s,"44d24'39.499""",Oct01,VERA,3.7cm,X,S,S,S,0.40,None,None
0505+049,0502+049,A,A,05h05m23.184723s,"04d59'42.724480""",Aug01,None,20cm,L,S,X,X,0.62,30,None
0505+049,0502+049,A,A,05h05m23.184723s,"04d59'42.724480""",Aug01,None,6cm,C,S,S,X,0.67,30,None
0505+049,0502+049,A,A,05h05m23.184723s,"04d59'42.724480""",Aug01,None,3.7cm,X,S,S,S,0.64,None,None
0505+049,0502+049,A,A,05h05m23.184723s,"04d59'42.724480""",Aug01,None,2cm,U,S,S,S,0.50,None,None
0505+049,0502+049,A,A,05h05m23.184723s,"04d59'42.724480""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
0507+467,0503+466,B,B,05h07m23.6580s,"46d45'42.349""",Feb02,JVAS,0.7cm,Q,W,W,W,0.22,None,None
0508+845,0454+844,B,B,05h08m42.363503s,"84d32'04.544020""",Aug01,None,20cm,L,S,S,S,0.75,6,None
0508+845,0454+844,B,B,05h08m42.363503s,"84d32'04.544020""",Aug01,None,6cm,C,P,P,P,1.15,None,None
0508+845,0454+844,B,B,05h08m42.363503s,"84d32'04.544020""",Aug01,None,3.7cm,X,S,S,S,0.38,None,None
0508+845,0454+844,B,B,05h08m42.363503s,"84d32'04.544020""",Aug01,None,2cm,U,S,S,S,0.3,None,None
0508+845,0454+844,B,B,05h08m42.363503s,"84d32'04.544020""",Aug01,None,0.7cm,Q,W,W,W,0.2,None,None
0509+354,0505+354,B,B,05h09m05.8451s,"35d28'17.289""",Jun02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
0509+056,0506+056,A,A,05h09m25.964466s,"05d41'35.333530""",Aug01,None,2cm,U,S,S,S,0.7,None,None
0509+056,0506+056,A,A,05h09m25.964466s,"05d41'35.333530""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
0509+101,0506+101,A,A,05h09m27.457077s,"10d11'44.600160""",Aug01,None,20cm,L,S,X,X,0.50,30,None
0509+101,0506+101,A,A,05h09m27.457077s,"10d11'44.600160""",Aug01,None,6cm,C,S,S,S,0.50,None,None
0509+101,0506+101,A,A,05h09m27.457077s,"10d11'44.600160""",Aug01,None,3.7cm,X,S,S,S,0.45,None,None
0509+101,0506+101,A,A,05h09m27.457077s,"10d11'44.600160""",Aug01,None,2cm,U,S,S,S,0.70,None,None
0509+101,0506+101,A,A,05h09m27.457077s,"10d11'44.600160""",Aug01,None,0.7cm,Q,W,W,W,0.7,None,None
0510+180,0507+179,A,A,05h10m02.369122s,"18d00'41.581710""",Aug01,None,20cm,L,S,S,X,0.75,10,None
0510+180,0507+179,A,A,05h10m02.369122s,"18d00'41.581710""",Aug01,None,6cm,C,S,S,S,0.7,None,None
0510+180,0507+179,A,A,05h10m02.369122s,"18d00'41.581710""",Aug01,None,3.7cm,X,P,P,P,0.82,None,None
0510+180,0507+179,A,A,05h10m02.369122s,"18d00'41.581710""",Aug01,None,2cm,U,P,P,P,1.0,None,None
0510+180,0507+179,A,A,05h10m02.369122s,"18d00'41.581710""",Aug01,None,0.7cm,Q,W,W,W,1.0,None,None
0511+139,0508+138,A,A,05h11m38.319662s,"13d57'19.193380""",Aug01,None,0.7cm,Q,W,W,W,0.29,None,None
0511+011,0509+011,B,B,05h11m57.612491s,"01d10'49.435480""",Aug01,None,0.7cm,Q,W,W,W,0.19,None,None
0512+152,0509+152,A,A,05h12m41.012900s,"15d17'23.479270""",Aug01,None,20cm,L,X,X,X,0.76,None,None
0512+152,0509+152,A,A,05h12m41.012900s,"15d17'23.479270""",Aug01,None,6cm,C,S,S,S,0.94,None,None
0512+152,0509+152,A,A,05h12m41.012900s,"15d17'23.479270""",Aug01,None,3.7cm,X,P,P,P,0.68,None,None
0512+152,0509+152,A,A,05h12m41.012900s,"15d17'23.479270""",Aug01,None,2cm,U,S,S,S,0.70,None,None
0512+152,0509+152,A,A,05h12m41.012900s,"15d17'23.479270""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
0512+406,0509+406,C,C,05h12m52.5440s,"40d41'43.603""",Oct01,VERA,3.7cm,X,P,P,P,1.1,None,None
0513+010,0511+009,A,A,05h13m40.032514s,"01d00'21.654410""",Aug01,None,0.7cm,Q,W,W,W,0.17,None,None
0513-219,0511-220,A,A,05h13m49.114326s,"-21d59'16.092020""",Aug01,None,20cm,L,X,X,X,0.62,None,None
0513-219,0511-220,A,A,05h13m49.114326s,"-21d59'16.092020""",Aug01,None,6cm,C,S,S,S,1.00,None,None
0513-219,0511-220,A,A,05h13m49.114326s,"-21d59'16.092020""",Aug01,None,3.7cm,X,P,P,P,1.10,None,None
0513-219,0511-220,A,A,05h13m49.114326s,"-21d59'16.092020""",Aug01,None,2cm,U,P,P,P,1.00,None,None
0513-219,0511-220,A,A,05h13m49.114326s,"-21d59'16.092020""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
0514+560,0510+559,B,B,05h14m18.6997s,"56d02'11.058""",Feb02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
0516-160,0514-161,A,A,05h16m15.929354s,"-16d03'07.634560""",Aug01,None,20cm,L,X,X,X,0.00,None,None
